3.590688384239558162e-01,1.164434677736402579e-01
1.312990978529080255e-01,3.641458932045870123e-01
9.268828960522380866e-02,3.626477080410170362e-01
5.654864557126418889e-01,2.801801428881148803e-01
5.194438320059356906e-01,2.779895582537881826e-01
3.309926436906585057e-01,8.503966654259181510e-05
3.921979025407305031e-01,1.792338764233756751e-02
5.969674729713267958e-01,2.870567384372803010e-01
1.091677514378881636e-01,1.312775455625617149e-01
1.564396147375860247e-01,2.405786107418870015e-02
2.712592507578296952e-01,7.717698261963760846e-03
5.480405155759052738e-01,2.736293003785469913e-01
9.006591180684124787e-01,1.823868498522908943e-01
9.064116774741088900e-01,1.490494417770693025e-01
6.625541001331927138e-01,1.500550474513762389e-01
3.891414149041022008e-01,3.754273576016061709e-01
4.005045822145843204e-02,2.375543585568641314e-01
7.086782704468049809e-01,6.492290608013952247e-02
8.031595786557292893e-01,1.089274482836955493e-01
3.113801813556267839e-01,3.897298213002285960e-01
1.761426844136245173e-01,8.134532037311878461e-02
4.343655522970470972e-01,5.538080491737677052e-02
6.966154131141037986e-01,1.794364845906574746e-01
3.928996060594162620e-01,2.481290178565538906e-01
5.129432586628168700e-01,2.818367899439855884e-01
1.572872967501160180e-01,2.914383724035650158e-01
3.800001409447527068e-01,4.115557396508978671e-01
2.111100708046032559e-01,7.095932831176941184e-04
6.678163731492192667e-02,2.046375018380416633e-01
1.652516820246109630e-01,8.316554099523534860e-02
5.082940953209362789e-01,4.822260260359486489e-02
4.055987282756314677e-02,3.070982178834492093e-01
8.580515193340964020e-01,1.848818114351716280e-01
6.943391553583670994e-01,1.728349900392691652e-01
1.794911290379412883e-01,2.111558155134129200e-01
1.947866549481172271e-01,3.283753283314583271e-01
9.041142780054706174e-01,1.656995579094248661e-01
3.003703826750710459e-01,1.639857530448944056e-01
3.899568809731631114e-01,1.075826133384810007e-01
8.427016290193164449e-01,2.229805114415156497e-01
2.670812455891842796e-01,3.039703381266284921e-01
4.058363208587160154e-01,2.481048535797220622e-01
2.416376974862503024e-01,6.798619286619836388e-02
1.544653814518718860e-01,2.360115624206815532e-01
4.148618187712235228e-01,6.052686648728203278e-02
3.865530651960088493e-01,7.189662343426345137e-02
4.964245336490495930e-01,1.052163729994926022e-01
1.938020551758436738e-01,4.059268572419884591e-01
4.512165042278392102e-01,2.115587083598196028e-01
1.876719651826190827e-01,1.474067356501399841e-02
3.084304090317397384e-01,3.381442019383346098e-01
6.181162331105399810e-01,8.718331671614928946e-02
6.387324234342799389e-01,1.388609462090565627e-01
1.814341531284197895e-01,9.427599666390655553e-02
1.989425116556276518e-01,2.269290472153539240e-01
2.146991282567046744e-01,4.150748948133407001e-01
5.086464572026292430e-01,2.582231798053963995e-02
1.644392362002502495e-01,2.959807917503072816e-01
4.087307220297655141e-01,9.018154583381488010e-02
5.269380658554289054e-01,1.259288758253746254e-01
4.888870096255198416e-01,4.509583812108949319e-01
7.588767508610214096e-02,3.241075452848617977e-01
6.985211875199461851e-01,2.138924198646114383e-01
6.248040616250728485e-01,2.840812795035523308e-01
2.300470050750178241e-01,8.009388965181166165e-02
7.692533049027631131e-01,6.365149336068305630e-02
2.251179657242496079e-01,7.619507652453108570e-02
8.735121519545513413e-01,2.026016615149646427e-01
6.233644116512986333e-01,2.076817360212139252e-01
3.606313116822058573e-01,7.655242900306251375e-02
5.481462241404131408e-01,2.118031393139256646e-01
2.766614617782999774e-01,2.901572010338495516e-03
1.118940256539584649e-01,2.912171763310280048e-01
5.829686387857810903e-01,3.348146434094948116e-03
5.660502347233505871e-01,9.585503921533676530e-02
8.056794694839508608e-01,2.562528618483440601e-01
3.143742506017837557e-01,7.683821804636140063e-02
4.587932914324718281e-01,3.850647217788019661e-01
2.608051771021155374e-01,4.214064000408970778e-02
7.797144257961112768e-01,2.662512960851222688e-01
4.308902573953208304e-01,3.805399609420521134e-01
7.409284433558140925e-01,8.989482739525325727e-02
9.252519639141162933e-02,1.998980506955941594e-01
1.999563071266700631e-01,2.259917520928598697e-02
1.584219020091674757e-02,2.466094566019403356e-01
3.325792789065103172e-02,1.653612580337800730e-01
2.443428299894190581e-01,8.644909445856843733e-02
2.276670522512400374e-01,3.637039657571444207e-01
9.658752618803841949e-01,1.185583066940519570e-01
1.019332586326144041e-01,3.850168579227697951e-01
2.229745987353228681e-02,2.990189848642715864e-01
7.376524846043025496e-01,2.797028984206872959e-01
4.945137255020401468e-01,1.343087682120552850e-01
7.918276205404828350e-02,3.516701558949206219e-01
7.446201891277230978e-01,2.482094105467826661e-01
9.481232702806914325e-01,6.127270618564739646e-02
4.202952389869293870e-01,4.949029774200027626e-03
7.456500925705000782e-01,6.976040842280828609e-03
3.089307629037438274e-01,1.146664640312420602e-01
5.853536253507258397e-02,1.595427789912675087e-01
8.228153311647974991e-03,2.668540089130224668e-01
2.959296162175059086e-01,3.882595179945413921e-02
7.088614986252852468e-01,4.725045515874731067e-02
7.804574059923667928e-01,1.891468062959799079e-01
7.801090711036073877e-02,1.925683749558329549e-01
2.035967087386753305e-01,2.354441666127662647e-01
3.927898705019747805e-01,2.442069698477043194e-01
7.139385299663645323e-01,2.632814135229708530e-01
2.822106580408477727e-01,5.871733391068720276e-02
5.140778639218682722e-01,3.034475532913256078e-04
2.481543788011037754e-01,1.980820123521599974e-01
2.703471368583615919e-01,2.699893238319451931e-04
7.268621570386298858e-01,1.089502184676331836e-01
4.339618462554503120e-01,1.474857342474746209e-02
8.920534341692363256e-01,1.444015360680036830e-01
6.670603052259294063e-01,8.838363069800456162e-02
2.432646026314385090e-01,5.046616276789884278e-04
8.477313431934254684e-01,1.216313521303697687e-01
4.225453212885974530e-01,1.527512231086446126e-01
4.640726791684662289e-01,1.951158473710596364e-01
3.395409429405303881e-01,1.707996144138234848e-02
5.111482265626494659e-01,1.559664660201648227e-02
5.869311998324771018e-01,2.408969286193825277e-01
3.023919331277553080e-01,2.318357895050983108e-01
4.509678374141873336e-01,1.624568978376532691e-01
1.090761373486479752e-01,3.994234138908213660e-01
3.067118897973113989e-01,1.768471893886065516e-01
9.201628515942361641e-01,1.165838064583171185e-01
8.922608243053185006e-01,1.947083075483391490e-01
1.109990264744582789e-01,1.889390864547529081e-01
6.032163592560936261e-01,5.600535853395187218e-03
4.610192117765381514e-01,2.247951556920556315e-01
5.914001552405775408e-01,1.509853721093995516e-01
5.001736640702629799e-01,1.341582061794881209e-02
5.028254389170611072e-01,2.199901821835835436e-01
9.166331922879058514e-01,1.200806561344537754e-01
2.407507522926173871e-01,3.509508039615439334e-01
1.069015611644855424e-01,1.648728608231993520e-01
8.328425435695466783e-01,1.172302008635670995e-01
5.797681861517753887e-01,2.118695910752130263e-02
1.763863174861093897e-01,7.351981226067478593e-03
4.564938784673667205e-01,5.594820072529210070e-02
5.146275484573092918e-01,4.377368042028630390e-01
3.736354786131438899e-01,1.823208627886348798e-01
1.996603231460479522e-01,3.425193301377799648e-01
5.284481882055417357e-01,2.833977092877919546e-01
9.151774343423970670e-01,1.151497495678775601e-01
1.823966044395583241e-01,7.916356499378833511e-02
1.220501018325837878e-01,3.520642194863310426e-01
5.238221800730294975e-01,4.377070635544547117e-01
4.823703283106663964e-01,2.732501071113406788e-01
2.326363615313445654e-01,1.076662589121294561e-01
3.007962371778027943e-01,1.291882650118759412e-01
1.521377795362313379e-01,3.662918668663012189e-01
1.286000058391397471e-01,1.971038238381045138e-01
2.968447503616743477e-01,3.358788009853557743e-01
3.757587106374025154e-01,4.082740449780901393e-02
2.979884163548264242e-01,2.137144406717928109e-03
1.156270481034373243e-01,4.058074299507237193e-01
2.796424432974226604e-01,2.549275442036474382e-01
8.789687273796256139e-01,1.446784958563063495e-01
7.325281360962532240e-01,8.459727439751800471e-02
5.208703942526756725e-01,8.343134804038487840e-02
